"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
"1",0.0472834123605834,0.00385916851074293,-0.00159085852555834,0.00710980904047429,0.00625407472448409,-0.0063377166665654,0.00783953552014276,-0.00670534843114292,-0.0184434142123421,0.00270594560733911,0.00712130740875326,0.0138085591540215,0.00248863059816404,-0.00263034528822352,-0.00310141649424643,-0.00231159193713661,0.00636495062915324,0.00345994570448238,-0.0170105888312796,-0.0016173105208078,-0.0011811639263092,0.00579317346222967,0.0100924760742804,0.00317385307933783,0.000625893428240786,-0.00164595171417847,0.00399857822000894,-0.00839228574761008,0.00227585707117679,0.0137943988222003,-0.00124023897198308,-0.00513552863758446,0.00649123021360371,0.00707207483872297,-0.00973571340338607,-1.52295352544328e-05,0.0129895723221249,-0.023059822939648,-0.000550093925457731,0.00485218494775375,-0.00731690511741985,-0.00387914967977823,0.00436614677851124,0.0100052516627741,-0.0110835649909342,0.0264144734731968,-0.00298899681243203,-0.0111991030910789,0.0167179062730744,0.00450105549443962,-0.0103710395678047,0.0124282694571967,0.00884700024168751,0.00134488015927849,0.01674959808469,0.000860758157060009,-0.00031117731033691,0.000624850546908461,-0.00332657823453685,0.00494289207890126,-0.0040706032903372
"2",0.00385916851074299,0.123694035427179,-0.0533444791203329,-0.0156871207951215,0.0136157200364463,-0.00268986017776459,0.00721913457209517,-0.0128901852091163,0.0114650019859021,-0.0206632661063353,0.00958209941131237,-0.0283777786488123,0.0160705247189336,0.0187855627626804,0.00583636281349595,-0.0391685030411975,0.0199315633160685,-0.0197570235755454,-0.0076050429146421,0.044733371493636,-0.0333664857651103,-0.0154209931413302,0.023577062241192,-0.000402330748404361,-0.00316062659963077,-0.00173944421605594,0.00183324659118834,0.00972872092766001,-0.00603948817203161,-0.00822105567177446,0.0151119876967005,-0.0125574905662662,-0.00903508206591264,-0.000692688243239864,0.0113591160494583,-0.0245502552175936,0.00533420330277222,0.00368530613807673,0.0039528348611442,-0.0218286671597567,0.00555153440603871,0.00760947155838671,-0.0184744052944718,-0.00404332862687429,0.00793848721453359,0.00652901013478908,0.00240349471317044,-0.00641718156629387,0.0185898218507462,0.0114157597531894,-0.0274514588784674,0.00735506961726042,0.0114524444788346,0.000925075486265403,0.00482812165933028,0.0100238543399477,0.0120477840373517,0.000698570376995341,-0.00286767367076783,-0.015634767389138,-0.0139160178273307
"3",-0.00159085852555841,-0.0533444791203329,0.160795765135104,-0.0689622716049737,-0.0103364754584553,0.0168335768899907,-0.0207408556568884,0.00911203710086337,-0.00100545657367025,0.00529488764918205,0.00902391634745279,-0.0180465792297384,0.0251213502658879,-0.0227406060369389,0.00986045760811794,-0.00840496749265308,-0.0202259968636513,0.0216303904438441,0.00484480777782674,0.0010648623977449,0.0155981022841334,-0.00460493206668392,-0.0199935388012908,0.0226014737906468,0.00215939371860527,-0.0132855860113055,0.0202881889463844,-0.00192544413140321,0.00364354378456009,-0.0050171444612681,0.00871089961857542,-0.00139817876896018,-0.00191550547459144,-0.000391664937877548,0.00570410273566119,0.0118752558837955,-0.0124736594797641,-0.0162382584860933,0.010218807562033,-0.00380376760076293,-0.00330210816565191,0.0163020897331996,-0.0277636652636943,0.0107319843813959,0.00655625292219301,-0.0275035180598253,0.0142813655728566,0.00496700550690155,0.0270138401687483,-0.0383537311597009,-0.0111235925662249,-0.00158713203403678,-0.00470605865067043,-0.00339569280185205,-0.0122995483228684,-0.015860945446026,-0.00930117889858995,0.0088052895295375,0.0191929383247542,0.0121065944513663,0.0011177942051473
"4",0.00710980904047423,-0.0156871207951216,-0.0689622716049739,0.171248463677742,-0.0396979697418579,0.00838765570228081,-0.034229109808241,0.0217541246762539,0.0168584458555015,-0.0139927905222358,-0.00726688889943298,0.00638951071011051,-0.0112329027113454,-0.00998036799699193,-0.00175695442376882,-0.00435274205874752,0.0255115005114538,-0.0123978266549499,0.000680762430691513,-0.000226291831639767,-0.0108385038510826,0.0129561050189957,0.0286683036494912,-0.0216274932094553,-0.0231166918641543,0.0379490723480865,-0.0111261882942556,-0.0165560863451695,0.0149927885799206,0.0181230636755262,-0.0214951956697887,-0.00095842315577519,0.0100528047674146,0.0181427974397861,0.00705540392162323,-0.028295654007531,0.0214084313644474,0.0120311332966694,-0.0293416087990307,0.0200766115903577,-0.00138432729890148,-0.00703923749696457,-0.00753032786548969,0.00541680752182689,0.00239747338878736,0.027825148484946,-0.0341487289398424,-0.00592789310793731,-0.00898811242339061,0.000370284145064527,0.0251794097481256,0.0191115932119499,0.00442536922288064,-0.0108769652251357,-0.0045207513251351,0.0188517184854098,-0.0165656404479224,-0.017445675683904,-0.0159774467131877,0.00285582739548197,0.00115333411480097
"5",0.00625407472448411,0.0136157200364464,-0.0103364754584553,-0.039697969741858,0.156263027841747,-0.0707188573613305,0.0219173230579562,-0.0257159481474418,-0.0244874232883169,0.00698119863002365,0.00694394074824454,0.0093314243306151,-0.0170186574028037,0.019047394367302,-0.0255608118855873,0.0109831398202394,0.0116219537977232,0.00679997288903877,-0.0177596488143066,0.0144731553022942,-0.0019365132542093,-0.0260467364536309,0.01813669835287,-0.00484220118856966,0.0235453528970629,0.00448275163943356,-0.0120155730277973,0.0119168553068261,-0.0141788104292876,0.0101172982045193,-0.00213038662086622,-0.00275745376105084,-0.00466324239023037,0.00389945547033162,0.00559482180233716,-0.00774729486012361,-0.0218354861883259,-0.00599357568566757,0.0219561621054298,-0.0117202395757762,0.0288494180678017,-0.0302896997801654,0.0142654792909904,0.00191479977865553,-0.00134351921405922,0.00663288508600616,0.0145812323881249,0.0266816376478542,0.00686769086072756,-0.00743438375798083,-0.0112726585096111,-0.00393424564448171,-0.0134878559520597,0.0162323013604928,0.00414808318957848,0.005433874576726,-0.00195377920404455,-0.00950364940349612,0.00529750733881923,-0.0122098668360813,-0.00132094993637333
"6",-0.00633771666656533,-0.00268986017776468,0.0168335768899907,0.00838765570228079,-0.0707188573613304,0.116052110693856,-0.0628395480833302,0.0234651206779018,0.015071615301864,-0.00808320505752667,-0.00221774085867511,-0.0217481735194109,0.0168389323736332,-0.0100970425608892,0.00504278120681332,-0.00866297858884189,-0.0030083226055555,-0.0139494736092295,0.0214503794755917,-0.0222548899525716,-0.00043425690002906,0.0203565647114183,-0.0168233285397062,0.00264300123328171,-0.00413613222150233,0.00586936400151745,-0.00764751911299443,-0.0035828085793124,0.00235354645397992,0.00142160707612406,0.0154227095054656,0.00222492148439082,0.00170920102286831,-0.0133017140125609,0.00943851272522613,0.0176915785022643,-0.0128355042122186,0.0224447099102568,-0.0158437767827368,-0.00859651706584198,0.00333744192902204,0.00626817643705774,-0.00467415217295343,-0.00990760123638458,-0.00690829601381464,0.00900570246446458,-0.0255801970153702,-0.0223935462878919,0.0027280639526699,-0.00615647788462221,0.0205839498551892,0.00921418218273273,-0.0005408268056803,-0.0104849203662872,-0.00535668834334997,-0.00436054407265843,0.00691498795812396,0.00460816130632408,0.0117032405590565,-0.00872028372500127,-0.00169711508306058
"7",0.00783953552014275,0.00721913457209516,-0.0207408556568883,-0.0342291098082411,0.0219173230579561,-0.06283954808333,0.1435744152236,-0.0797031721068277,-0.00509847768417751,-0.00988112384541088,0.0044477208654311,0.0299094530020208,-0.0335243850002079,0.0250387955745187,0.00427965196219718,0.0116727813718893,-0.00158413506150682,-0.0164745724407302,-0.0174269527073706,0.0149507886102505,-0.00183988248489347,-0.012773016682981,-0.0193746749775599,0.00454661830541013,0.00986068755255877,-0.0111176956658659,0.0111651135581898,-0.0196150740178002,-0.00486441255880839,-0.0156249035105892,0.0217665028318657,-0.0174257867355915,0.00926102392734968,0.000944408538266907,-0.0440831945508285,0.00858638050588188,0.0252946577128282,-0.0236186395037292,0.0340128086933642,-0.0165100347318585,0.00514996928361415,-0.0204316868186618,0.0176010198260608,-0.00569612190229034,0.00379726407721434,-0.0178522053485082,0.0119239611732949,0.0156277470485945,-0.00850388679932597,0.0189502294589648,-0.00416773223602675,-0.0204293948128495,-0.0151025068293698,0.00170574048712119,0.0157823863837272,-0.00030537093155803,-0.000270709742074677,0.00648159169002232,-0.0116525782385618,0.00242600131935717,0.00129859089617967
"8",-0.00670534843114293,-0.0128901852091164,0.0091120371008634,0.0217541246762538,-0.0257159481474418,0.0234651206779018,-0.0797031721068278,0.13401368974308,-0.045050692513046,0.016996061263039,-0.0276044782802677,-0.00198442351151913,0.0189411694440667,-0.0311200396356108,0.000445744838255294,-0.022488435368499,0.0225914780333818,0.0172018651205314,-0.00282815560137826,-0.0213989004961859,0.0157365064601337,-0.00901073303809261,0.0234023305065736,-0.0148039907959214,-0.0172137248307538,-0.00339454203278591,0.00487872278612075,0.0117135939039188,0.00559973397833158,0.00499656913863543,-0.0239842384083465,0.0195702712056757,0.00282813806762136,-0.021858750974657,0.0314399038072109,-0.0125866504515242,-0.00410363164211674,0.0298289681284973,-0.0304108355593461,0.00946630448571193,-0.00376492321244039,0.0099075872036667,-0.0011631566341923,0.0297880692447527,-0.0288763431079717,-0.000424508764680847,-0.00387715756547651,-0.00856104096614775,-0.0074791400632861,-0.0111701705402901,0.00718644033887401,0.0040076012939271,0.0107276851147254,-0.00658651319926029,-0.00471084681302977,-0.000647122329373169,0.0111078127136786,-0.00703718853826513,-0.00118150909550779,0.0148172620385425,-0.020609564665473
"9",-0.0184434142123419,0.0114650019859021,-0.00100545657367028,0.0168584458555014,-0.0244874232883169,0.0150716153018641,-0.00509847768417747,-0.045050692513046,0.164255978760474,-0.0912485968983678,0.00791273905009921,-0.0327660241635002,-0.010003485308227,0.0264981340977615,-0.0021509672713734,0.00581032339850211,-0.0366980963109784,0.0154553241030255,0.00755678488212105,0.0274610953399282,-0.00454497891487267,0.010224890282895,-0.00453674557392117,-0.0303912195980878,0.00548210943584203,0.00881893285692685,0.00596877690408576,0.0276099641905161,-0.0135034228206168,-0.000905450948760276,-0.00567332942013076,-0.00140751982603344,0.00966809316691051,0.00278252940259907,0.0140963905334121,0.0205921658778577,-0.0305323563408068,0.0350965644954402,0.0149007659176836,-0.000674360653967928,-0.0317538037448075,0.0218319187618082,-0.0184573644626827,-0.0375899823037745,0.0324836927919413,-0.0414496452263948,0.00233674423523977,0.00613348856165866,0.00131090814316642,-0.0108053584883602,0.0148043306074629,-0.00471279999208402,0.00170758403072938,-0.0107035992737643,-0.0128509116334716,-0.00960820426574494,-0.0037236092246664,-0.00507874758057632,-0.0115629100891321,-0.00624496050738245,0.0121592636036507
"10",0.00270594560733914,-0.0206632661063355,0.00529488764918196,-0.0139927905222358,0.00698119863002373,-0.00808320505752675,-0.00988112384541095,0.0169960612630389,-0.0912485968983681,0.251786734003164,-0.137326525207911,-0.00323700571410679,0.0215163394604971,-0.00924017625291528,-0.00245598593999036,0.0245708409217714,0.00326591727467611,-0.0201182657891599,-0.0116363677535482,0.000506381246422846,-0.0109135081481462,-0.0157734687538763,0.0196446754673573,0.00775673082859367,-0.0052690743781213,0.0020655272752819,-0.00341881501555338,-0.00967251374892179,-0.00172918471777161,0.012193162249429,-0.0402374073510625,3.20905680715535e-05,-0.00304912161258519,-0.00814842397875977,-0.00905876113877383,0.0198046980046104,0.0143521560546057,-0.021147800670791,-0.0310184571932732,0.0128987651135759,0.00487051583294094,-0.00756448730745854,0.0131628687569648,0.0123184671913239,-0.00613292921115921,0.0141870695145364,-0.0233411428807378,0.0334227237205822,-0.00432018080087086,-0.000601047184126248,-0.000557334727219336,0.000397806600498816,0.00214212735910121,0.0104534238284441,-0.00350272080468571,0.0171117157865913,-0.00422027206533894,-0.0147488949740079,-0.0152143020506701,0.0169349435435596,0.00668526213996698
