"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.00869756776499041,0.00237858646350571,-0.000999382467442713,0.00076460170619173,-0.000349052261135147,0.00171649462710732,0.000419925099700573,0.000432785271437526,-9.27683770714156e-06,-0.0003826198688967,0.000502803650581072,0.000748488724254055,1.29853576974933e-05,-5.37614239414643e-05,0.00032885679034148,0.00152746884310172,-0.000658774779126643,0.000883247570447643,-0.00126907499542029,-0.000899429732763949,-0.000541263513590872,-0.000126347666915234,0.000141597140154601,0.000142505422414419,0.000178486515175498
"2",0.00237858646350572,0.00829776525263555,-3.54643282823016e-05,-0.000585002640680237,-0.000306773095909325,-0.000892253414150617,-0.000191996792295594,9.66182126022779e-05,0.000519274229362108,-0.000112939838529477,-0.000132009742839091,0.000446378291451432,-0.000353191142403352,0.000214833200265628,-0.000223308146486125,0.000343863476361586,0.000194418973970172,9.58973168327236e-05,-0.00129355010121874,-0.000765396550471776,-0.000334807907719341,-0.000680499866945846,0.000241523658907327,-8.86216275502796e-06,-0.000429457736228096
"3",-0.000999382467442715,-3.54643282823022e-05,0.0113852892282273,-0.000225117625066018,-0.0067983211784226,-0.000978977310711471,-0.000740927866009599,-0.000384799249301274,-0.000145691559504659,-0.00104013952014249,0.000923515564581857,-8.44848486203781e-05,0.000354156957045632,0.000221793012143795,0.000375629259937376,0.000917912344450962,0.00118184239250358,0.000593399195017341,0.000956579883050949,0.000920653566355764,0.00159404022892256,0.000960634321608245,-0.000367678933432137,-0.000217511571065445,-0.00110091243442528
"4",0.000764601706191731,-0.000585002640680237,-0.000225117625066016,0.0093808808990538,0.000231660615611859,0.000336520832832345,3.8835070582744e-07,-3.27921925444967e-05,-0.000344562796508641,0.00028218272371923,-0.000559320862788517,-0.000973370999563935,-0.00380508273103787,0.000498911362025409,0.000140408890902736,-5.32351369032926e-05,-0.00073408336065349,-0.000480013097884314,-0.000249907794178204,-0.000524293836883671,9.5424957735316e-05,-0.000334057817724273,0.000279534597000353,0.000285222343035556,0.000305325189170981
"5",-0.000349052261135148,-0.000306773095909326,-0.00679832117842259,0.000231660615611858,0.0124635907893114,-0.000232456011859823,0.000440341969939714,0.00023731926672543,0.000425764628900827,-0.000853015357158616,-0.000140014523738584,-4.17626762248711e-05,-0.000718241250284464,-0.000185006375813119,-0.00183396606818114,-0.00113699034937429,-0.000543168666744425,-0.00214424793038686,-0.000110077921044532,-0.000670062593051526,-0.000134455389626501,0.000176282361037248,0.000864484087739801,0.00171228109053631,0.00237852018202111
"6",0.00171649462710731,-0.000892253414150618,-0.000978977310711477,0.000336520832832345,-0.000232456011859822,0.00956297377877418,-0.000612242539872946,3.64962234655963e-06,-0.000554677217979116,-9.04169523798086e-05,-0.000272787119454117,0.000321732384658647,0.000810999253372761,-8.59685853081215e-05,-0.0002325710863838,-0.000280761152439299,-0.000507854089783034,-0.000241576763619008,-0.0015389354127806,-0.000610617492309241,-0.0011901703588267,-0.00107067653809693,-0.000956691200459219,-4.85141611110346e-05,-0.000661536704560985
"7",0.000419925099700576,-0.000191996792295595,-0.000740927866009597,3.8835070582767e-07,0.000440341969939713,-0.000612242539872945,0.00875209906108862,-0.00055147345460001,-0.00145442484874785,-0.000649875203899378,-0.00197352308697277,0.000236815157420154,-0.000725605626299048,-0.000357604759713098,-4.9287799007712e-06,0.000108763141790883,-0.000154871747914223,-0.00018108448028641,0.000429272893941057,0.000329318488672074,-0.000433683804275019,-0.000828439569304548,0.00205505960441368,-0.000561055062831325,-0.00115418327672516
"8",0.000432785271437524,9.66182126022771e-05,-0.000384799249301274,-3.27921925444963e-05,0.000237319266725429,3.64962234655979e-06,-0.00055147345460001,0.00688684200424812,0.000203616989224391,0.000208698542936391,0.000491388990145947,0.000274685211981297,-0.000163289830815839,-0.000845062361395613,-0.000235343098243219,-0.000145475540127092,-0.00017878878731343,-0.000312745810168234,0.000169859608464693,-0.000198217286408793,0.00101454055815072,0.000472923490153546,3.91372237769826e-05,-0.000325759612412204,-5.5999536731665e-06
"9",-9.2768377071411e-06,0.000519274229362111,-0.000145691559504658,-0.000344562796508639,0.00042576462890083,-0.000554677217979115,-0.00145442484874786,0.000203616989224391,0.00847564454860326,-0.000406500121809089,-0.00150141475205497,-0.000251919955984809,-0.00063368284975412,5.29296639310845e-05,-0.000782694563744557,0.000179953092200189,2.05706245555911e-05,-0.000631704336022149,-0.00032879354197817,-0.000251412178372193,-0.000163618195371623,0.0022327691433619,-0.000144819140823077,-0.001172310586254,-0.00087446315837814
"10",-0.000382619868896701,-0.000112939838529475,-0.0010401395201425,0.000282182723719233,-0.000853015357158614,-9.04169523798076e-05,-0.000649875203899379,0.000208698542936389,-0.000406500121809087,0.0113442188636728,0.000428312927034481,0.000759495226835771,0.000137391167191376,2.0411968526943e-05,-0.000460850180020255,0.000647080894927787,0.000100112786147662,-0.000365611103486701,-0.00176048825831429,-0.00128262196972164,0.00598139658935483,0.0068094826406778,8.9362111903573e-05,0.00251727556030776,0.00128359154623341
