"","V1"
"1",-0.707746756837799
"2",-0.778302344214186
"3",-0.245980754618141
"4",1.01415587094771
"5",-0.961724587971394
"6",0.266619005670526
"7",-0.0912426060376764
"8",0.695792911696367
"9",0.787346207377055
"10",-0.867766204778318
"11",0.0101013632596136
"12",-0.590132260566181
"13",-1.18058725104059
"14",0.155728297667141
"15",0.171521087860341
"16",-0.0994903527021483
"17",0.636507357666003
"18",0.661750471327941
"19",-0.510038392894199
"20",0.00238645403843564
"21",-0.418156959861617
"22",0.0950466885481857
"23",-0.62750808755585
"24",-0.378840724205278
"25",-0.585313081006074
"26",-0.00913855498779125
"27",0.484543443392038
"28",-0.437108835613452
"29",0.282197281196803
"30",-0.228269760482039
"31",-1.18098684766039
"32",2.15777972848661
"33",-0.748428856739691
"34",-0.521782744485656
"35",0.506059122002762
"36",-0.337004678402143
"37",0.898313405809547
"38",1.11492350005458
"39",-0.396282809182639
"40",-0.691918217165553
"41",1.20648481545092
"42",-0.146451758094396
"43",0.144472125535271
"44",-0.392943156806198
"45",-0.195663006313309
"46",-0.846396293702999
"47",-0.522350899437164
"48",-0.134807394555976
"49",-0.900870328764958
"50",-1.20868668454153
"51",1.52267958088185
"52",-0.433724940109159
"53",-0.579453046925173
"54",-0.413634615611309
"55",-0.494032118433202
"56",0.143730545369984
"57",0.139735807648974
"58",0.271611596316333
"59",-0.408664116655823
"60",-0.1999291063769
"61",-0.127976817655001
