"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95"
"1",0.0278539647317139,0.00416434839771866,0.00427080135195146,-0.00252030718532689,0.0387450742606823,-0.000502873133180217,0.00214296691523466,-0.00770068640347546,0.00103519514730739,-0.00278830296842106,0.000607778363889353,0.00421374454769604,0.0049039329019906,-0.00242745592722253,0.00271162845021604,-0.00973265513605085,0.000837715067241743,0.00562144471869323,0.00570326861351949,-0.00137728763392912,0.000338258360182587,0.00270725386040606,0.00261892986444204,-0.00476529051801698,-0.00187397788512461,-0.00441120293956273,-0.00183691280090103,-0.000280790942985313,0.00279221952094335,0.0105350622071657,-0.00154885483966915,-0.0172551481634774,-0.000101559175142476,-0.00427401107136389,-0.00282968562172797,0.0106596626200448,-0.00102025075747688,-0.00379284500962035,-0.00649148097927012,-0.00126263166622103,-0.00235838890993788,0.000840859161307582,-0.000613354052542957,-0.00326510906483379,0.00650047531307549,-0.00120668823953507,-0.00400235484326791,0.00018105818432352,-0.00159117851738884,-0.00864252415955941,0.00156111055493028,-0.00547367515238782,0.00189240428149971,0.000277227767361797,-0.000786904381703419,-0.00206449956092974,0.0107146240319502,-0.000266975830006562,0.00416189076508556,-0.00132047618268743,-0.00150357305189216,2.28813339471851e-05,-0.00294613072374456,0.00372376387457328,0.00557200057694771,-0.0063131365998803,0.00373753836838767,-0.00250117552288614,0.00867881765097949,0.00213561838154847,0.00114469925886166,-0.00522690411091569,0.000239959443017186,-0.00562419800931447,0.000995479171352495,-0.00535154558692527,0.00386044062702629,0.00728012039089565,-0.00885296145923042,-0.00321388885919728,-0.00816780053824778,-0.00174042565152387,0.00631519243532304,0.00179096793969786,0.0033097994840953,0.00528616903460004,-0.00211608841960925,0.000350990011077485,-0.00431995811123827,0.00610179730919431,-0.000809881342430686,4.77612379949858e-05,-0.00283939803598886,-0.00233704150159432,-0.00170686718197136
"2",0.00416434839771862,0.0738819931675334,0.00211866194346127,0.000177850697644342,-0.00771780096473278,-0.00200473687483298,-0.00145956080703281,-0.0123628069462699,0.000235759004085804,0.00294256836468536,-0.00384093693429527,0.00196019034506622,-0.00107369028108805,3.59165031151762e-05,0.00185214204881173,-0.00236640848900514,0.00188435047120648,-0.00192012049800214,-0.00237721150785843,-0.000782709007139754,0.00170760699303162,-0.0024275501312637,0.000217566463231659,-0.00276122384376893,-0.0018869248433131,-0.00220015907750311,0.000142277901026491,-0.00551509109893224,-0.00259186085235206,0.00101728926058015,0.000432542399799156,0.00499216926138102,-0.00309730607773135,-0.00137654631990482,0.00189018076538106,-0.00287993433584335,0.00164311956830586,0.000342444496649331,-0.00056759001618264,0.000369419668137232,0.00128623322992059,0.00131378299496488,-0.00144070244105331,0.00103853013914653,-0.000429022347607253,-0.00616580023501498,0.00155004085814103,-0.0047677224499069,0.00233855665344469,-0.00577220607390497,-0.00365807077773216,0.00232337434861449,-0.00471387359185959,0.00695542225906009,-0.000580885915343369,0.00116190312140488,-0.000410452890188045,-7.06926537077659e-05,0.00354484830933413,0.00621844132111811,0.00328211998214801,-0.0058583904469525,0.00624759882313204,-0.000740390276715162,-2.37669608598441e-06,0.00380790457573239,0.00980880436465022,0.00779676692264652,0.000678654476041905,0.00472165066568811,-0.00420612278637517,-0.00491916563354854,0.000822574580855162,-0.00232275870842242,-0.0042650029035764,-0.00121550568847473,-0.00620965449938885,-0.00675728722707334,0.00296926347431011,-0.000841209618762711,0.00352025235268899,-0.00357596247880579,-0.00243854440837419,-0.000578292091517477,-0.000559676840899972,0.000806793322457167,0.00526794459276604,-0.0029218952944469,0.00124001402298476,0.00821274200717113,-0.0043524887492511,-0.00442061031011402,0.00456439788504866,0.000889412649247416,0.00354963554590655
"3",0.00427080135195145,0.00211866194346127,0.0423287461106594,-0.00394227481200993,-0.00193153295592472,-0.0016484225182092,0.00205183833775564,0.000864981146242408,-0.0145119636238378,-0.000536938597289882,-0.0166102215117882,0.00445594948699833,-0.000141486951937588,0.00959287037529487,-0.00298076338188295,-0.00115740089493061,-0.0175917161647456,0.0026455321825827,0.0015997908264852,-0.0186757402674231,0.00313079666788937,-0.00343593757822011,0.00251276256488366,0.000161773770727265,0.00159402927489753,0.0057838395763793,-0.0024292720593136,2.41933703433496e-05,0.00112524526118471,0.00367689655045548,0.0126358773855747,0.00259301555684755,-0.000263405671640328,-0.00394485458815377,-0.00200939638938518,0.00133120223021444,-0.00476254633787141,-0.00280506709445403,-0.00351619214122792,-0.00533005199524061,0.00402643376504612,0.00147810376409435,0.00476535519162358,-0.00151309012216457,-0.00348007413570379,-0.00375104948941916,-0.00354353210040982,0.00559392476351073,0.00168374811284817,-0.00951408998578361,-0.00289182836139329,0.00149002080615214,0.00534906368306358,0.00177963352832786,0.00587904595509521,-0.00436269018639328,-0.00113348613886944,0.000915209129881582,0.00185011825409171,-0.00226296017759819,0.000395485666053134,0.00266213767605748,-0.00368905892789643,0.00288572526093201,0.00112754331819177,-0.00766072615209286,0.00350099757684993,0.000136413162862237,0.00095942341753076,-0.000406886626585823,-0.0058119903627003,0.0019149431255398,-0.00417050139150578,0.00799313301907307,0.00688414453359774,0.000984054440905347,0.000467896769229033,0.00232447526790165,-0.0035978787719424,0.000549650768866179,-0.00183632007609351,-0.00175595093098291,0.00110076044113172,-0.000225251216422103,-0.000735084473420752,-0.00190189415470128,-5.18478271264937e-05,-0.00393376279167645,0.00408325064185265,0.00225362440071092,-0.00127582355545458,0.00344956460461609,-0.00136066173821324,0.0102178820514821,-0.00515874912293739
"4",-0.00252030718532693,0.000177850697644322,-0.00394227481200998,0.0290207530061263,0.00103604131865077,0.00138810543969032,-0.000358144466156806,0.00160402119625385,0.00209596953848295,-0.00278719559764774,0.00100250855682912,-0.00213296210026888,-0.0155011768005036,-0.00168959533590102,0.00081261694080889,-0.00117366196243777,-0.0098231161343909,0.000534311153406762,-0.00776621142071886,0.000226562603254258,-0.00321074392011161,5.19083036181037e-05,-0.0178257074966778,-0.00422267624600667,0.00891118004188247,0.0015998983006889,0.00444898223434472,0.00368198082156094,-0.00154832054479971,0.00159950312432216,-0.000116208571343381,-0.00305790702139874,0.0037492863185733,0.0128451287233527,-0.00208690270167211,-0.00841345655864642,0.000469319100574984,0.00493400408147978,-0.000538518759703036,-0.000926770065881262,0.0151465000576122,0.00224983318407979,0.0142468291991128,0.00349350527076111,-0.012889656203016,-0.00120812775599825,0.00814369447900793,-0.0128270029283442,-0.0124204066457947,-0.000416916178111613,0.0107541899438239,-0.00384245545576264,-0.00089986353018905,-0.00188885377171985,-0.00507572075787507,-0.000292205384608945,0.00664149827929016,-0.000911445217721621,0.00265500904136147,0.00118323874243674,5.90096304731951e-05,-0.00205513262947761,-0.00332850348335587,-0.0165818357808207,0.0022532018260574,0.000948795880167173,0.00247293721519218,0.00168170394684223,0.00807607922430314,-0.00118698982788388,0.0183696597302101,-0.00481851222077587,0.00227298833293895,0.00681675646891084,-0.00314932977704875,0.00493276465911854,-0.00260164253730977,0.00278146636168438,0.0140653607823388,0.00789588412326835,0.00564819545219236,0.000967402523427976,-0.00573041415849875,-0.0178973496649561,-0.00676995204927202,0.000920497046929757,0.00148262114654977,-0.00634918728005129,-0.00282924929252441,0.00105224293223436,0.00243432156152144,0.00831136409043789,0.0160537262589705,-0.000987752882265534,-3.88952116220505e-05
"5",0.0387450742606823,-0.00771780096473279,-0.00193153295592478,0.00103604131865075,0.254068423462561,0.00058631057011833,-0.000358267602704336,-0.0275751314068894,-0.00450553332240738,-0.0383268978114476,0.00283820054172129,0.00240459164512799,-0.00323711686091458,0.00896989753686671,0.0139291997344981,0.00464325065867884,-0.00494381370479994,-0.0216724038532924,0.00826346862985393,0.00463071894001958,-0.0117412073701447,-0.00824102176514391,-0.00354253946933865,-0.00174724709851789,-0.000635497857640469,0.00431636629510403,-0.0013884472399163,0.000191326042746043,-6.27431394703387e-05,-0.00731524556294717,-0.00216906694527899,0.00380659909588041,0.00652070643953158,-0.0033438576272758,-0.00869925486158421,-0.00487470162815022,0.0107576106897433,-0.00432983053670348,-0.00420126704650812,0.0014266714037395,-0.00174560183634824,-0.014035384582796,0.00401540223136958,0.0227732481221445,-0.0047623133547404,-0.0105179802324395,0.000837982988290188,-0.00448985148515313,0.000499984812273742,-0.0134324601652782,-0.00650446935441002,0.0152417684679751,-0.00738487998937316,0.011831659614132,-0.00299580651703146,-0.00982978279649461,0.000957235408874927,-0.00661801889777946,0.00822066491912651,-0.00545418729975565,0.00310616905213214,0.0147572230794932,0.0172873430516022,-0.00395145315450812,-0.000806748022542158,-0.00815009287174848,0.00733428263754917,0.00256016303583399,-0.000968599784547133,-0.00180259045788597,-0.00447778712888272,-0.00646047755506459,0.00351772911514897,0.0103273832072666,0.00555591520481551,-0.000148818888258429,-0.004085704619545,0.00450820604528267,0.000436383197790542,0.00501969171967635,0.000834767849154614,0.00653098567519353,-0.000897833191392886,0.00700833639827401,0.00213561125171267,0.0106370477485545,0.00703865034747825,-0.00352747309393983,0.000562840332540192,-0.013152666605681,-0.0046268648241195,-0.00506750336624009,-0.000171303999328759,-0.00223831414946278,0.00599991349106511
"6",-0.000502873133180251,-0.00200473687483298,-0.00164842251820924,0.00138810543969031,0.000586310570118388,0.0386216763396919,0.00184093710274667,-0.00153477705571255,-0.00698378205503227,-0.00325224404796879,0.00267092951115624,0.00240355808250214,-0.01291996962708,0.00227054630550755,0.00363729916942384,0.00930111379323373,0.000527685841849943,0.00110996483502703,-0.0106540308108637,-0.0141594338870081,-0.00594361476328377,-0.00153465867934267,-0.00332624084078583,-0.00958483775164064,0.000994161140762608,0.00526371123678038,-0.00170034398291764,0.00752362868173644,0.000331944419494981,-0.0169402054416784,0.00235362162030658,-0.024319627494768,0.00367955795804272,-0.00622453292934907,-0.0012611254592332,-0.00359709568638106,0.00086776458634623,0.0250148810733045,-0.00569289361233611,-0.00512367109416173,-0.0034709969084747,0.00227376647621162,0.00568529312634832,0.00210375850517805,-0.00690764741467654,-0.00224204698004092,0.000371469350480403,0.0104034890701381,-0.00278821234524186,-0.0044479091366687,0.0124684821642668,0.000300202225970455,-0.00296166045485624,0.0149117405740855,0.0113683124418603,-0.0114782956929991,0.00283066220485631,0.00609789907648695,0.00766634408325699,0.00151884297562144,0.00428266845894232,0.00607662210241744,-0.0111423292825938,0.00768148838251413,0.000169243624947727,0.00219898375416571,-0.00121729839732644,-0.00510041265574611,-0.00351159943737881,0.00171123502612138,-0.00275634535481044,-0.00877517847125543,-0.000141651258100412,-0.00153009822062715,-0.00208253912058013,-0.0132562700508983,-0.000521966309538447,-0.0255272328499283,-0.00233909446259014,0.000514731091898052,-0.00690781390090236,0.00482328996488957,0.00354704215413937,-0.0148939663800225,0.0238741917438042,-0.00367822049679335,0.00553367255597709,3.54609306196379e-05,-0.00106412464760545,-0.0101713902261712,0.00640498864673635,0.00213654222917228,0.00259375963592844,0.00811645233254001,-0.00633011895198038
"7",0.00214296691523465,-0.00145956080703283,0.00205183833775565,-0.000358144466156793,-0.00035826760270433,0.00184093710274668,0.0239877220456341,0.000495122943276882,0.000562660156639642,-6.28871481448196e-05,0.00270741150378144,-0.00620649950972243,-0.00170305820421884,-0.00161683055426218,-0.00209668582106482,-0.00731643265143311,-0.00254804083241625,0.00557510641966991,-0.00441294191053709,-0.00604187394398811,0.00129991691447102,0.00107077711516237,0.00808667039906204,-0.00453703504169113,-0.000556386735425798,-0.00327261083742879,0.0036974380230889,-0.000170143117174215,-1.70509628268696e-05,0.000893410865730509,0.000969701299856993,-0.011572538459728,0.00137454907570204,-0.0237088018653449,0.00105646216067919,0.00203920721364456,0.000114043267055402,-0.000123822310247591,0.00909853918366535,0.000888969622103367,0.00440591647193382,-0.00434613529971844,-3.025702774876e-05,-0.00246007391450249,0.0184107955755704,-0.00410003267835656,-0.00827303819646826,-0.000413923877251922,-0.00982167222446657,-0.00122631109730981,0.0158377430259371,0.0037170794629394,-0.000933048979316375,0.000422197421689362,-0.00435433658401929,0.00573882557099767,0.00619895511593547,-0.00483511052685547,0.00619322306230484,0.00204205210461012,0.0153113199861088,-0.00347295544400323,0.000960826496219549,0.00694921273303513,0.00642472101190337,0.005120178699693,-0.00873363256973924,0.000312358044495229,0.00723767212458271,-0.00177711049727825,0.000907079253616787,0.00616215748736953,3.63717096979946e-05,-0.00602825378268601,-0.0101753862302806,-0.00498063897818254,0.000321204768278458,-0.00518322263993164,-0.00273306952912309,0.00437405011008396,-0.00123581543645458,-0.00756546881121514,-0.00505320257192083,0.00580026257978528,-0.0122543708484766,0.000373268145449403,0.00161459876503532,-0.0207195986532292,-0.00115470202257953,0.00550760719766145,-0.00172188117629656,0.0028073179819105,-0.0110213554958634,0.000117326088651792,0.000157430660052427
"8",-0.00770068640347544,-0.0123628069462698,0.000864981146242419,0.00160402119625385,-0.0275751314068894,-0.00153477705571256,0.000495122943276881,0.03747791915082,0.00502117932141564,-0.0209373371889114,-0.00149180772351989,-0.0047957571394701,-2.78183419022992e-05,-0.000627295534508427,-0.0292302477401742,0.00306507812378982,0.00179676845473995,0.00402005060488149,0.000238583154007913,-0.00455243854727861,0.00495187963459543,-0.00271698821193327,0.000719599957071814,0.00472529134722703,0.0044441715840846,-0.000605627820421237,-0.002828304090187,-0.00321269660295812,0.0102082099110409,-0.00631000313768097,-0.00800816472723146,0.0022091086046741,0.00444230446036663,0.00625600253686033,0.0161716127050812,-0.000690016725488234,0.00313050759378463,-0.00357741487052041,-0.0049033938799713,-0.0036332671909601,0.00296776647202148,0.00129149526945682,0.0030014185520568,0.00366089000731583,-0.00224675911142943,0.00510125181322218,0.00093486375808443,0.00104799194265213,-0.00115620059459814,0.00770978017229281,-0.00487587916447786,0.000747136411095451,-0.00106276644574442,0.000322693325575262,0.00115916496685776,0.000232082908644926,7.94655060241571e-05,0.000405917314472518,-0.00213758453004798,0.00496248155436611,0.00245908922459986,-0.0100397721536231,-0.00357811227290218,0.00154141299578555,0.00296553181280597,0.014916034661207,0.000363641067663822,0.00297058620878019,-0.00137162438522879,-0.00395912869311975,0.00639068946561528,0.000856285175102711,0.00105715885060095,-0.0136617306141323,-0.00742408766075893,3.16348279656034e-05,-0.00289772076355285,0.00709255337132906,0.00213432033984555,-0.000714744747679632,-0.00471353062254282,-0.00136667258842296,0.00365862594029667,-0.000639040518773622,0.000804717601854255,0.00732251068802212,-0.00174140400706288,-0.00784783450115897,-0.00207102067292061,-0.00292286312482396,-0.000626120139981232,0.00335417742457878,-0.00684438755227847,-0.00649194283856021,0.00288866894334522
"9",0.00103519514730741,0.000235759004085801,-0.0145119636238377,0.00209596953848295,-0.0045055333224074,-0.00698378205503226,0.000562660156639633,0.00502117932141565,0.0667880481434995,-0.00230315631633706,0.0030535312299749,-0.0068537216236686,0.00194751287282339,-0.0312271161190232,-0.00360469276960211,-0.000654249375872495,0.00783339276820596,0.0186271642549656,0.000742996408346001,0.00414792594005653,0.0147048763913602,-0.00538399084888761,0.00329873340531355,0.00466566955947279,0.00297827817868426,-0.0213335468018544,0.00115030703458085,0.00441361610403907,0.0029727648544007,0.00556148035162377,-0.0171567042815875,0.00947091603318887,0.0211849046241557,0.00241113655085707,-0.00400379011953884,-0.00198484707468097,-0.0151374621083551,-0.0102605029512749,0.00644762146981874,-0.0397518751036457,0.00710660838367014,0.00281858290302993,0.00256208836925183,-0.0214109117483008,0.00406839115759885,0.015111381579852,0.00194913111503018,-0.0029056497845789,-0.00393192945262757,0.0223824946761637,-0.0109019051558311,-0.00997374433090829,0.00909423992847484,-0.00968158501640224,0.000491710890646888,0.000130981055525128,-0.00448682381323438,0.00581432940345793,-0.000826213046127384,0.00968037303567939,0.00292252582344833,0.00700650114558862,-0.00647588206336042,0.000192753603772335,-0.00441663867729034,-8.38135724188444e-05,0.00603868891257358,0.00837922939911516,0.0027819612380618,-0.00432650808352418,0.000416346056195227,-0.00880203658656938,-0.00384548549675439,-0.0061983501599659,0.00288569377939774,-0.00379681780086445,0.0126857785095285,0.0155064855446418,0.00514968000148931,0.0178050752934782,-0.000945582618873914,-0.0034802792636689,-0.00410514780673553,0.0084177560707066,-0.00238056717366544,0.00206793827478938,-0.0053580699254607,-0.00275829416335184,0.00500967502884795,-0.0124006904159802,-0.00640922837159089,0.00254530207645351,-0.00849258462797944,-0.0181950523409955,0.00971293593697165
"10",-0.00278830296842104,0.0029425683646854,-0.000536938597289865,-0.00278719559764774,-0.0383268978114476,-0.00325224404796876,-6.28871481448192e-05,-0.0209373371889116,-0.00230315631633705,0.0665182772472474,-0.000613448991696689,0.00770918298672361,0.00471580360675612,0.00669113320423845,0.00458310824937327,-0.00563036331955911,-0.00319579853750338,-0.014947155338997,-0.00394883859152872,0.00796777333055726,-0.00101472380954116,0.00744060208283889,0.00210188832126801,0.00128089878180825,-0.0038387485542555,-0.00133849719211415,0.00263615759576858,0.00042555489486697,-0.0267213140108302,0.00798520675945393,0.0101704255036866,-0.00474417574662275,0.00188464930252945,-0.00801814201210502,0.00813678879571349,0.00278638910547637,0.00353054573595001,-0.00122802643361513,-0.00133233110232798,0.0062966384042593,0.00153160627264793,-0.00957933326595005,-0.00410405139460911,-0.0264263290277101,0.00646154795732603,0.00627083929086045,-0.0034793550088518,0.00257255632882123,0.0013942075106167,0.000130043795454893,0.00141732496688128,-0.00500428180540732,0.00170343747950726,-0.0052045378756766,3.41366671879178e-05,-0.0015239600694846,-0.00426691171938346,0.00647037772310638,6.82947225914737e-05,-0.00575437156242012,-0.0050040524282041,0.00511036934768588,0.0138015885447124,0.00521110294816276,-0.00221985689961689,-0.0141259685121067,-0.00482982121468445,-0.00594636276119323,0.00328002423291745,-0.0011967795720435,-0.0065327899289682,0.00456038239204946,-0.00608006420072359,0.00834507529756966,0.00131102481147549,0.0021521622325192,-0.00677920607924739,-0.00585562628922666,-0.00423057345330748,0.000141531509015194,0.00180560389984254,-0.00583991965772863,0.00286837321027044,-0.000349064291910094,0.00348962747560856,-0.0144353199706194,-0.00377427855788055,0.0052133520049259,0.00860600324447052,0.00258257128422961,0.00676173990757787,0.00494815008813976,0.00513638024380458,0.00995346102812554,0.000147288570333796
