"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0.180555066700457,-0.0565495683120729,-0.0130670704441511,-0.0523188593189816,0.0161382155964503,-0.0185675750700014,-0.0487962204479715,0.030887333853227,0.0298470842251013,-0.0130066302098698,0.0599592821321649,0.0534295946940381,0.0219146501595604,0.0389178896241218,0.0914295847047999,0.000187662988957151,-0.0259538179494161,-0.0268454789588636,-0.0303326247448049,0.0182386730932088,0.0206039555107951,-0.00317036436325196,-0.0319481883885345,0.000467456040928085,0.0768439944820472,-0.0126183768608462,-0.00937702738591763,-0.00588303457637668,-0.00353751150235838,-0.0186287155398437,0.0335760775538589
"2",-0.0565495683120732,0.806499216800816,-0.00386602504786839,-0.182596982055906,-0.166460988338524,3.9213129118359e-05,-0.0131655987733215,-0.00366797890278233,-0.0583095243418211,0.0225333457182054,0.0441050081174476,-0.0124969424467049,-0.0166178022582068,0.014132448366494,-0.0239705957388251,0.0197662067359292,-0.0210452774029012,0.0259851245890383,-0.0231047533295045,0.0110054915953833,-0.0031331735682732,-0.118078525433607,0.0375435500449992,-0.100924371715957,-0.0916888583147576,0.05450490001295,-0.00950006228163813,0.0166359900090571,-0.0152500287445958,0.00938546798628993,0.0128312555200169
"3",-0.0130670704441511,-0.00386602504786845,0.303399763555824,-0.00976886294928627,0.00111299476169565,0.0190205064744059,-0.0172354376970088,0.00535357633248131,0.0126564467393703,0.017355242243806,0.00571897379566032,-0.0218333053813244,0.0435061253350567,-0.0229096675989758,-0.0117176456698257,-0.0348646192018311,0.00864164471590981,0.00834225794394172,-0.0284811749223928,-0.0332814788739714,-0.00546271999557094,0.0205591264735735,-0.2607850083695,0.0105767151097744,0.0197058309311496,0.0336079176964262,-0.00898524238259239,0.0192378772467812,0.0269508914775271,0.0283446434203262,-0.0184537880522164
"4",-0.0523188593189816,-0.182596982055906,-0.00976886294928625,0.822379827375509,-0.157793203864659,-0.000796476352268982,-0.0351031364148648,-0.0227720746798886,-0.0645796103670364,0.0194112431177422,0.0336360253360353,-0.00418360211622552,-0.0120838109813512,0.00316843068490935,-0.0216480185989377,0.0179828885791989,-0.0211717997379973,0.0328196830637659,-0.0255210313570369,0.00765286130949622,-0.00548657257416549,-0.108596156350585,0.0368829639792135,-0.10298446691487,-0.0864445506267895,0.0528050608707562,-0.0140040103214633,0.0134727901693956,-0.0164390414039651,0.0122829983734632,0.0108781158511123
"5",0.0161382155964502,-0.166460988338524,0.00111299476169572,-0.157793203864658,0.836919179381412,0.013691717822766,0.00544932679748729,-0.0149221148150554,-0.0500217329097933,0.0196031414561023,0.0334717289212119,-0.0154650969701926,-0.0123927490526993,0.00238758316734412,-0.0379005191533561,0.00606713377410794,-0.0140436986925107,0.00537429445672387,-0.00382287339047486,0.00248808043159738,-0.00749818017513259,-0.103741469804661,0.0263614086942451,-0.092207019580241,-0.0990724784481963,0.0348638544852145,0.00988157654502404,0.0118750757264159,-0.00659710181154012,0.00501681331969213,0.00723888123765449
"6",-0.0185675750700016,3.92131291184225e-05,0.019020506474406,-0.000796476352268848,0.0136917178227661,0.375007327652625,-0.105271313108341,-0.006264220727959,-0.0900054991912533,-0.0479758608538319,-0.0710145133667547,-0.0236648560807829,-0.00725653215219251,0.00392463789843431,-0.0101182418237103,-0.00179651944424462,0.0209957452776358,0.00973907771146749,-0.0155727265880825,-0.0125316894997582,0.00331103142301882,0.00768497560811791,0.015243731820605,0.0174169343836658,0.0134538565078619,-0.192275656551877,0.022991576874704,0.0385194122412892,0.00114651670309225,0.0232331058760365,0.0253007819637979
"7",-0.0487962204479715,-0.0131655987733217,-0.0172354376970086,-0.0351031364148653,0.00544932679748711,-0.105271313108341,0.668358685241915,-0.0696542250390758,-0.0990649869225926,-0.0087451125541968,-0.179358087172339,-0.00968264625328115,-0.0374890727840001,-0.0210763862804214,0.00949735309298269,0.051113160313489,-0.0901061062825292,0.076479578512362,-0.0757339761180224,-0.0108922821563853,0.00343354698334732,-0.00120148184564759,0.0459042497517622,-0.0204890216098582,0.0152252953934325,0.0249382868952691,-0.151443927648633,-0.00111432070417909,-0.033567167136504,0.0217648916221545,-0.0171011844275954
"8",0.030887333853227,-0.00366797890278237,0.00535357633248134,-0.0227720746798887,-0.0149221148150554,-0.00626422072795905,-0.0696542250390753,0.679268152167761,-0.168610416583407,0.00151457872918515,-0.0304920434679029,-0.0104711883336902,-0.0329292782356307,-0.00933817068177714,-0.0157039225507309,-0.00274181440707519,0.0215938337416331,-0.124044739096627,-0.00985121915713872,-0.0459478947640665,-0.0157595068996408,-0.00294350455029016,0.00229458146486028,-0.0234947113879991,-0.0123944898776878,-0.00550351256851444,0.00278933869073569,-0.177517201180668,-0.0341681312700225,0.0272969925001784,0.00808432159166513
"9",0.0298470842251011,-0.0583095243418213,0.0126564467393703,-0.0645796103670362,-0.0500217329097935,-0.0900054991912533,-0.0990649869225924,-0.168610416583406,0.686671357995733,-0.0143586213715452,-0.0170842049004873,-0.00166543822876668,0.0106662669987713,0.00853963596569673,-0.0114758051854178,-0.0192187460887385,0.0206825924564442,0.0538997520124105,-0.0575327988813637,-0.0420159773824921,0.00197865356968769,-0.0351371511972008,-0.0140252344541605,-0.0284477024607285,-0.0219558963595049,-0.000563501126487463,0.00364198937892971,-0.00490888873543933,-0.12475646083416,0.0363064710773507,0.0222457121903549
"10",-0.0130066302098698,0.0225333457182053,0.017355242243806,0.0194112431177422,0.0196031414561024,-0.047975860853832,-0.00874511255419685,0.00151457872918508,-0.0143586213715452,0.270886653453514,-0.00282771558471073,-0.0433135437778928,-0.0658439184887626,-0.0363702857131208,-0.0151835406602221,0.0329970856548367,-0.00520273052611563,0.0310316521394031,-0.0631979333903105,-0.0212526315600342,-0.000419071225785677,0.0243587098379281,0.0432760352297483,0.018710409679676,0.0183162734738205,0.0230299440878317,0.0122689151851038,0.00878352010663774,-0.0351893780246448,-0.121129025226016,-0.00678230634338716
"11",0.0599592821321649,0.0441050081174474,0.00571897379566029,0.0336360253360353,0.0334717289212118,-0.0710145133667544,-0.179358087172338,-0.0304920434679029,-0.0170842049004873,-0.00282771558471078,0.461234179220768,0.0197105823479864,0.00560477941737758,0.00272093720666447,0.0103346150553148,-0.0165353801144809,0.0323166245460209,-0.0409978111982118,0.0375082436489642,-0.0182702482438918,-0.0637657894588852,0.0275541583650998,-0.00475814728487527,0.0332338733841229,0.0173243984200262,-0.0199207768480647,0.0035949581929088,0.0235530728476411,0.0284538591771244,-0.00754490203123852,-0.152276746056813
"12",0.053429594694038,-0.0124969424467048,-0.0218333053813244,-0.00418360211622546,-0.0154650969701926,-0.0236648560807829,-0.00968264625328096,-0.0104711883336902,-0.00166543822876663,-0.0433135437778927,0.0197105823479865,0.666696876486728,-0.00324062116071762,-0.235452963357926,-0.18759690722293,-0.0297380248244083,0.00342000863031655,-0.0319899158547354,0.00673162126463837,-0.0227221683280675,-0.0109171639400988,-0.0590605463437153,0.0137953073523761,-0.0218057419281215,-0.0506920540086756,-0.0133089306182975,0.0119830930406497,0.0240866507194313,0.0423786554890009,0.0125540349736293,0.019766989526701
"13",0.0219146501595606,-0.0166178022582067,0.0435061253350568,-0.0120838109813513,-0.0123927490526994,-0.00725653215219248,-0.0374890727840003,-0.0329292782356307,0.0106662669987714,-0.0658439184887627,0.0056047794173775,-0.00324062116071757,0.283962732512721,-0.0304223190350846,-0.00760796913038799,-0.0533778246168299,-0.0319789691944545,-0.0122410622322508,0.0181050970706933,-0.025500876643447,-0.0149272308759393,0.0133237742673004,-0.20837189219471,0.0210856787221605,0.0117407377839332,0.00529311492440774,0.0261319251781599,0.00939726906689872,0.0439407140960953,0.0505638549947794,0.0397863654902763
"14",0.0389178896241216,0.014132448366494,-0.0229096675989757,0.00316843068490938,0.0023875831673441,0.0039246378984342,-0.0210763862804214,-0.00933817068177717,0.00853963596569678,-0.036370285713121,0.00272093720666446,-0.235452963357926,-0.0304223190350848,0.631786468961888,-0.139265778508062,-0.00731835898981064,-0.0327492694884834,0.0197551400216509,-0.0487851435024501,0.00135925357994138,-0.00386106304512695,-0.0180703055586903,0.0394779871661023,-0.0721876208246078,-0.0270317021860031,0.0163433264705828,-0.00862426001822838,0.0109277157238055,0.0235796846442139,0.0233024805075183,0.000753557349428778
"15",0.0914295847047999,-0.0239705957388251,-0.0117176456698257,-0.0216480185989377,-0.037900519153356,-0.0101182418237102,0.00949735309298286,-0.0157039225507309,-0.0114758051854177,-0.0151835406602221,0.0103346150553149,-0.18759690722293,-0.00760796913038801,-0.139265778508062,0.852324578793166,-0.00569309893131852,-0.0227542063843409,-0.00899337483487204,0.0146344564816745,-0.0165996304499952,-0.00642106142644712,-0.0513198056371571,0.0067509524349745,-0.0369089760570823,-0.067160962694649,-0.00875813781603195,0.022357202900832,0.0115009067418315,0.0212679784879987,0.0136253260509788,0.0059007007494522
"16",0.000187662988957254,0.0197662067359291,-0.0348646192018311,0.017982888579199,0.00606713377410793,-0.00179651944424462,0.0511131603134889,-0.00274181440707523,-0.0192187460887386,0.0329970856548371,-0.0165353801144809,-0.0297380248244083,-0.0533778246168295,-0.00731835898981074,-0.00569309893131846,0.26279018568705,-0.0386052960748478,0.00798614852793939,-0.118910824248256,-0.0362251224397456,-0.0439318627563846,0.0172347162181507,0.0549381905543488,0.0155701483305809,0.0108642741384079,-0.12159004363262,0.0297798575913557,0.0370094410493119,0.045532261032147,0.0395205306373215,0.0167204176575418
"17",-0.0259538179494159,-0.0210452774029012,0.00864164471590967,-0.0211717997379972,-0.0140436986925107,0.0209957452776358,-0.0901061062825295,0.0215938337416331,0.0206825924564443,-0.00520273052611566,0.032316624546021,0.00342000863031667,-0.0319789691944545,-0.0327492694884835,-0.0227542063843408,-0.038605296074848,0.441613743796737,-0.100723845175596,-0.0273260238601603,-0.0725351910943423,-0.137644063828382,0.00804812993020002,-0.00116655089555995,-0.0113457160756666,0.00835007830982426,0.0373778498706569,-0.20249889790983,-0.02549151365819,0.042306049644305,0.0339000273930323,-0.0184977331856185
"18",-0.0268454789588639,0.0259851245890383,0.00834225794394168,0.0328196830637657,0.0053742944567238,0.00973907771146736,0.0764795785123619,-0.124044739096627,0.0538997520124107,0.0310316521394033,-0.0409978111982118,-0.0319899158547354,-0.0122410622322508,0.0197551400216508,-0.00899337483487212,0.00798614852793937,-0.100723845175596,0.389711574186493,-0.136272595782103,-0.00944897657790353,-0.0707395115144867,0.014632310270471,0.025082255188268,0.0312029830618169,-0.00236074854398314,0.036589405159472,0.0646061290288515,-0.208690624737984,0.0258879954905032,-0.00624520692287053,0.037302005913231
"19",-0.0303326247448048,-0.0231047533295044,-0.0284811749223927,-0.025521031357037,-0.00382287339047485,-0.0155727265880825,-0.0757339761180218,-0.00985121915713877,-0.0575327988813637,-0.0631979333903107,0.0375082436489639,0.00673162126463858,0.0181050970706931,-0.0487851435024501,0.0146344564816744,-0.118910824248256,-0.0273260238601603,-0.136272595782103,0.460292327025518,-0.00757457374889208,-0.0589351524667417,0.0212018720080994,0.0171153023857598,0.0100761004615875,0.0321757835417314,0.0379189209460586,0.0295563633899348,0.0313841881292513,-0.180664945823485,0.0296401114346228,0.0624842536376838
"20",0.0182386730932088,0.0110054915953833,-0.0332814788739713,0.00765286130949612,0.00248808043159744,-0.0125316894997581,-0.0108922821563853,-0.0459478947640666,-0.042015977382492,-0.0212526315600341,-0.0182702482438919,-0.0227221683280674,-0.025500876643447,0.00135925357994132,-0.0165996304499951,-0.0362251224397457,-0.0725351910943424,-0.00944897657790351,-0.0075745737488921,0.280223903294492,-0.0171943313701296,0.021240299007844,0.0385390936377674,0.0301594589738339,0.00904080493201641,0.0529715468133155,0.0452522354946218,0.0327898515764991,0.0241899992738368,-0.171731376384247,0.0584528066945796
"21",0.0206039555107951,-0.00313317356827321,-0.00546271999557092,-0.00548657257416558,-0.0074981801751326,0.00331103142301881,0.00343354698334726,-0.0157595068996407,0.00197865356968769,-0.000419071225785749,-0.0637657894588853,-0.0109171639400988,-0.0149272308759392,-0.0038610630451269,-0.00642106142644711,-0.0439318627563846,-0.137644063828382,-0.0707395115144865,-0.0589351524667417,-0.0171943313701296,0.486287333472059,-0.00660840718670527,0.00724953631020805,-0.00583568084395282,-0.00601754329039779,0.0396868270095211,0.0196716932651104,0.0570924309425748,0.0371237852841712,0.0357370188586261,-0.186539217964949
"22",-0.00317036436325197,-0.118078525433608,0.0205591264735735,-0.108596156350585,-0.103741469804661,0.00768497560811781,-0.00120148184564751,-0.00294350455029017,-0.0351371511972011,0.0243587098379281,0.0275541583650998,-0.0590605463437151,0.0133237742673004,-0.0180703055586902,-0.0513198056371569,0.0172347162181507,0.00804812993020001,0.0146323102704709,0.0212018720080993,0.0212402990078437,-0.00660840718670535,0.843039092018341,-0.0141059907691858,-0.126092485189523,-0.127965705299499,0.00552718058613051,-0.00206363227058078,-0.0106983330336796,-0.0314898420299602,-0.0280550151977859,-0.000246039046769677
"23",-0.0319481883885345,0.0375435500449991,-0.2607850083695,0.0368829639792134,0.0263614086942452,0.0152437318206049,0.0459042497517621,0.00229458146486025,-0.0140252344541605,0.0432760352297486,-0.00475814728487532,0.0137953073523761,-0.208371892194711,0.0394779871661025,0.00675095243497448,0.0549381905543489,-0.00116655089555983,0.0250822551882681,0.0171153023857597,0.0385390936377671,0.00724953631020792,-0.0141059907691858,0.438863144712282,-0.00711303863075353,-0.0176722882938235,-0.0166157023476396,-0.0122840890507931,-0.0256524019467824,-0.0388001670644497,-0.0397338297211506,-0.0318957274979377
"24",0.000467456040927905,-0.100924371715957,0.0105767151097744,-0.10298446691487,-0.0922070195802411,0.0174169343836657,-0.0204890216098578,-0.0234947113879991,-0.0284477024607287,0.0187104096796761,0.0332338733841229,-0.0218057419281216,0.0210856787221606,-0.0721876208246078,-0.0369089760570822,0.015570148330581,-0.0113457160756665,0.0312029830618168,0.0100761004615874,0.030159458973834,-0.00583568084395286,-0.126092485189522,-0.00711303863075348,0.849226106358658,-0.111133440940842,0.0102877337604232,-0.0221546075066909,-0.0178337201626366,-0.0413714694533966,-0.0239007075073971,-0.00328033761803713
"25",0.0768439944820473,-0.0916888583147574,0.0197058309311497,-0.0864445506267897,-0.0990724784481964,0.0134538565078618,0.0152252953934326,-0.0123944898776879,-0.021955896359505,0.0183162734738208,0.0173243984200262,-0.0506920540086757,0.0117407377839332,-0.0270317021860033,-0.0671609626946491,0.0108642741384079,0.00835007830982446,-0.00236074854398316,0.0321757835417316,0.00904080493201627,-0.00601754329039783,-0.1279657052995,-0.0176722882938236,-0.111133440940842,0.868557314513448,-0.00518392745880845,0.017400898302144,-0.010525558343891,-0.0201918723867969,-0.0175451650562799,-0.0110520141042481
"26",-0.0126183768608464,0.05450490001295,0.0336079176964261,0.0528050608707563,0.0348638544852147,-0.192275656551878,0.0249382868952693,-0.00550351256851439,-0.000563501126487442,0.0230299440878318,-0.0199207768480648,-0.0133089306182976,0.00529311492440775,0.0163433264705827,-0.00875813781603188,-0.12159004363262,0.0373778498706569,0.0365894051594721,0.0379189209460585,0.0529715468133153,0.0396868270095211,0.00552718058613055,-0.0166157023476394,0.0102877337604232,-0.0051839274588084,0.391855342950171,-0.0236046749386915,-0.0570271045611786,-0.080683796062937,-0.0392018299800436,-0.0654992322329495
