"","V1"
"1",1.64825604865157
"2",-0.655986214323256
"3",-0.556171394895302
"4",-0.703635648559282
"5",-0.007034947406793
"6",-0.985168270788664
"7",-0.386063256283875
"8",0.0167010404722212
"9",-0.580096474719447
"10",1.35522975485507
"11",0.163464246533264
"12",-0.175719685094985
"13",-0.0561405718386104
"14",-0.0742402280392419
"15",-0.630637661612728
"16",0.0577928660658082
"17",-1.77718450679963
"18",0.132092417265729
"19",-0.469828724918377
"20",0.444155849864588
"21",-0.907027732270902
"22",0.153553815823261
"23",-0.711573126822601
"24",-0.327764357302448
"25",-0.362698435970479
"26",0.622162662298157
"27",-0.260886002058151
"28",-0.644047652453412
"29",-0.367499722799519
"30",0.882901890428402
"31",-0.00173664087706632
"32",0.183148478861384
"33",0.216593748449212
"34",0.484888851258583
"35",0.883728556582003
"36",-0.448690913932378
"37",-0.11180517898451
"38",-0.0336903361542683
"39",0.0187545197421524
"40",0.0950104663412218
"41",1.11953713038976
"42",0.0235689206011283
"43",0.315664046837525
"44",-0.336347306951304
"45",-0.235700521754378
"46",0.807419859166106
"47",-0.127244360696482
"48",0.162349766726974
"49",-0.829614263796349
"50",0.472809777111298
"51",0.345244219116603
"52",0.451249206443009
"53",-0.0738194739969512
"54",-0.661768870470325
"55",-0.205500762684932
"56",0.187973581787004
"57",0.594755185074974
"58",-0.415155423933663
"59",0.00756098662844468
"60",0.565540433075364
"61",-0.594295394137203
"62",-0.0512155791651996
"63",0.388652307275224
"64",1.07365209479812
"65",-0.565853547976766
"66",-0.524080656087431
"67",-0.347092613283628
"68",0.473041945414256
"69",-0.868464662176164
"70",-0.697365796062088
"71",0.404379034064548
"72",-0.11284921249912
"73",-0.0510961558883523
"74",0.183986371706297
"75",0.274296019825076
"76",0.263510734142811
"77",0.519205568427748
"78",0.68695918489654
"79",0.804190232482942
"80",0.0228950058896426
"81",0.365881905794531
"82",-0.352812192065279
"83",0.0786000571949556
"84",0.363119336282401
"85",0.132513418591908
"86",0.830549181580062
"87",-0.0443374615223154
"88",-0.643633965998273
"89",1.12383543805139
"90",-0.0759470922264598
"91",-0.00802839111984957
"92",0.144045886461543
"93",-0.442839384460302
"94",0.447031035309124
"95",0.470812762609027
"96",0.209213492090183
"97",-0.357913950559111
"98",-0.0959086811584807
"99",0.201992341029518
"100",0.0977967066677967
"101",-1.32790983839582
"102",-0.101986158760162
"103",0.00588262826424331
"104",-1.49150804428255
"105",-0.0207842076965532
"106",-0.263419478616228
"107",0.0883021250825908
"108",0.14941650419678
"109",-0.606868321243692
"110",0.77093617174718
"111",0.323301131447258
"112",-0.0500702740031854
"113",-0.408468869025707
"114",0.325582453878767
"115",-0.189313164712678
"116",0.011436331622051
"117",0.0278154434615457
"118",-0.301033035283305
"119",0.440285574953369
"120",0.201336509927671
"121",0.6741855231697
"122",-0.304227222066296
"123",0.0524166898950526
"124",0.332696145165279
"125",0.955167414132462
"126",0.283899151919508
"127",0.570873162363386
"128",1.01173762077071
"129",0.0420115232294802
"130",-0.110018106478599
"131",0.127374603900698
"132",-0.322699693021761
"133",-0.14760692977005
"134",-0.12743440671602
"135",0.115251042255281
"136",0.0310035350566099
"137",0.060593023043823
"138",-0.192860307922861
"139",-0.502416378092707
"140",-0.117209138167742
"141",0.268464981216934
"142",0.541229241090073
"143",0.64148727656341
"144",0.81407823408437
"145",0.424454230861396
"146",-0.403256474799096
"147",0.625618237018732
"148",0.135492165312742
"149",0.108329000378286
"150",-0.831894727695338
"151",-0.649558750791023
"152",-0.480031618956827
