"","V1"
"1",2.73596421675366
"2",-0.279180535855323
"3",-0.338875242794968
"4",-0.476400226935343
"5",0.0901489095063174
"6",-0.267373472661624
"7",-0.241779329242338
"8",0.180982773909966
"9",-0.388076250706039
"10",0.993283977527276
"11",0.306815220694033
"12",-0.298702477826995
"13",-0.122672575346457
"14",-0.138058638508988
"15",-0.199751122570253
"16",0.452308090297155
"17",-1.10504051098755
"18",0.346090612789135
"19",-0.254899557679424
"20",-0.0169754950441144
"21",-0.658459472405087
"22",-0.0121173332858553
"23",-0.498039322980447
"24",-0.0688187747757548
"25",-0.454235949222916
"26",0.886968704344346
"27",-0.528339603117491
"28",-0.77810138751733
"29",-0.310815699853738
"30",1.10573928160001
"31",0.00158333920671921
"32",0.449122982633214
"33",0.365151973243675
"34",0.483197985623489
"35",0.923662204640591
"36",-0.69433009408272
"37",-0.446602637512182
"38",-0.0267436795560079
"39",0.130659774679577
"40",0.182458276105264
"41",1.02518923222338
"42",-0.00100702408703962
"43",0.255863821571246
"44",-0.526232794848289
"45",-0.249227098126029
"46",0.562711203460989
"47",-0.0988635661068542
"48",0.39699048320509
"49",-1.32055408548109
"50",0.493129141717585
"51",0.69486945289922
"52",0.509850594785681
"53",-0.285025122940019
"54",-0.78274000548225
"55",0.211034830351857
"56",0.178408838876678
"57",0.444723204591352
"58",-0.552523680282016
"59",0.0164926729140774
"60",0.345448827122556
"61",-0.413387487505394
"62",-0.1221661120531
"63",0.438752780557327
"64",0.713152698764477
"65",-0.658410261602344
"66",-1.11903618339963
"67",-0.369629251728724
"68",0.330666443065203
"69",-1.26562924136862
"70",-0.721973824765765
"71",0.589912117059637
"72",-0.138028552339264
"73",-0.140488295918872
"74",-0.0492228145328068
"75",0.508167446896587
"76",0.258405921728271
"77",0.833014473991222
"78",1.12270924309835
"79",0.674748053825327
"80",0.26326956867409
"81",0.544031281845343
"82",-0.272963870871608
"83",0.252024112660123
"84",0.326921873059575
"85",0.259715462436793
"86",1.00973136258194
"87",0.205695495684618
"88",-0.88804987619177
"89",0.892172665205978
"90",-0.475099146105598
"91",-0.493193630464107
"92",0.30306090182751
"93",-0.183755735736353
"94",0.533215815552567
"95",0.362581461405678
"96",0.0468062036434668
"97",-0.555960584323787
"98",0.0591283437756895
"99",0.0652481983845175
"100",0.340275348796508
"101",-1.62822453165275
"102",-0.454355470651799
"103",-0.0451710665495448
"104",-1.84564728599328
"105",0.0928287250490758
"106",-0.688342143616197
"107",0.179445639688712
"108",0.179636288241691
"109",-0.309626794506531
"110",1.18813116641969
"111",0.313348278697618
"112",0.0419055579549827
"113",-0.292527509540527
"114",0.370630780223148
"115",-0.355320450093099
"116",-0.0943669056826791
"117",-0.308605535555678
"118",-0.374550195789431
"119",0.240920949822579
"120",0.378338568090588
"121",0.452532608709305
"122",-0.379683391009506
"123",0.288423410127829
"124",-0.0900101366117687
"125",0.879053585630398
"126",0.433146719870332
"127",0.767997371284429
"128",0.973447489824718
"129",0.2339880759062
"130",-0.0726133096483632
"131",0.246715563639406
"132",-0.420469160410427
"133",-0.302576609793179
"134",-0.606392862518918
"135",0.356653375906763
"136",0.217375773725123
"137",-0.0181542947363493
"138",-0.189908326126846
"139",-0.378642967151102
"140",-0.516664479440092
"141",-0.233020751682962
"142",0.382071521828709
"143",0.60901203087905
"144",1.00808084434279
"145",0.585625032104674
"146",-0.327004436197606
"147",0.789130306127089
"148",0.071915629488583
"149",0.33166723549364
"150",-0.878409084308999
"151",-0.753931574125436
"152",-0.403382491123524
"153",-0.231569989812936
"154",-0.178613682377513
"155",-0.00986141578943472
"156",0.96440766210705
"157",0.0316007160787354
"158",0.351112284119952
"159",0.852745817891917
